product_id,brand,price,rating,review_sentiment_score
103,"Flying Machine",300.00,4.30,0.50
104,"Flying Machine",300.00,4.40,0.80
105,"Flying Machine",300.00,4.60,0.80
106,"Flying Machine",300.00,4.90,0.86
107,"Flying Machine",400.00,2.50,-0.60
108,"Flying Machine",400.00,2.60,-0.60
109,"Flying Machine",400.00,2.60,-0.50
110,"Flying Machine",400.00,2.70,-0.60
111,"Flying Machine",400.00,2.80,-0.60
112,"Flying Machine",400.00,3.00,-0.60
113,"Flying Machine",400.00,3.00,0.20
114,"Flying Machine",400.00,4.20,0.70
115,"Flying Machine",500.00,2.00,-0.70
116,"Flying Machine",500.00,2.10,-0.70
117,"Flying Machine",500.00,2.20,-0.70
118,"Flying Machine",500.00,2.40,-0.70
119,"Flying Machine",500.00,2.90,-0.10
120,"Flying Machine",500.00,3.80,0.30
121,"Flying Machine",500.00,4.40,0.60
122,"Flying Machine",500.00,4.60,0.80
123,"Flying Machine",500.00,4.90,0.90
124,"Flying Machine",600.00,4.10,0.50
125,"Flying Machine",600.00,4.50,0.70
126,"Flying Machine",600.00,4.70,0.85
127,"Flying Machine",700.00,3.60,0.20
128,"Flying Machine",700.00,3.80,0.00
129,"Flying Machine",700.00,4.20,0.40
130,"Flying Machine",700.00,4.60,0.80
131,"Flying Machine",700.00,4.70,0.80
132,"Flying Machine",800.00,3.60,0.15
133,"Flying Machine",800.00,4.50,0.55
134,"Flying Machine",800.00,4.60,0.80
135,"Flying Machine",800.00,4.70,0.80
136,"Flying Machine",800.00,4.80,0.86
137,"Flying Machine",900.00,4.00,0.70
138,"Flying Machine",900.00,4.20,0.80
139,"Flying Machine",900.00,4.40,0.68
140,"Flying Machine",900.00,4.40,0.80
141,"Flying Machine",900.00,4.70,0.88
142,"Flying Machine",900.00,4.80,0.80
143,"Flying Machine",1000.00,4.90,0.90
144,"Flying Machine",1500.00,3.80,-0.10
145,"Flying Machine",1500.00,3.90,-0.10
146,"Flying Machine",2000.00,3.20,-0.20
147,"Flying Machine",2500.00,4.50,0.70
148,"Forest Essentials",200.00,2.20,-0.20
149,"Forest Essentials",500.00,3.10,0.00
150,"Forest Essentials",500.00,4.70,0.90
151,"Forest Essentials",500.00,4.80,0.80
152,"Forest Essentials",600.00,4.70,0.90
153,"Forest Essentials",700.00,4.70,0.90
154,"Forest Essentials",700.00,4.90,0.90
155,"Forest Essentials",750.00,4.70,0.60
156,"Forest Essentials",800.00,4.80,0.90
157,"Forest Essentials",900.00,4.20,0.68
158,"Forest Essentials",900.00,4.80,0.90
159,"Forest Essentials",900.00,4.90,0.90
160,"Forest Essentials",1000.00,4.80,0.90
161,"Forest Essentials",1100.00,4.90,0.90
162,"Forest Essentials",1200.00,4.90,0.90
163,"Forest Essentials",1800.00,4.40,0.78
164,"Godrej Interio",300.00,3.80,0.20
165,"Godrej Interio",600.00,3.50,0.30
166,"Godrej Interio",700.00,3.60,0.30
167,"Godrej Interio",800.00,2.70,0.30
168,"Godrej Interio",900.00,2.60,0.30
169,"Godrej Interio",900.00,3.60,0.20
170,"Godrej Interio",1000.00,2.20,0.30
171,"Godrej Interio",1000.00,4.60,0.85
172,"Godrej Interio",1100.00,2.00,0.30
173,"Godrej Interio",1200.00,2.00,0.30
174,"Godrej Interio",1400.00,4.70,0.75
175,"Godrej Interio",10000.00,4.50,0.90
176,"Head & Shoulders",100.00,3.70,0.50
177,"Head & Shoulders",500.00,2.60,-0.10
178,"Head & Shoulders",500.00,2.70,-0.10
179,"Head & Shoulders",900.00,4.00,0.70
180,"Head & Shoulders",4000.00,3.80,0.20
181,"Head & Shoulders",4000.00,3.80,0.30
182,"Head & Shoulders",5000.00,3.80,0.30
183,"Head Hunters",100.00,2.60,-0.60
184,"Head Hunters",100.00,2.80,-0.50
185,"Head Hunters",200.00,4.20,0.80
186,"Head Hunters",300.00,2.40,-0.70
187,"Head Hunters",300.00,4.60,0.85
188,"Head Hunters",400.00,4.70,0.80
189,"Head Hunters",430.00,4.60,0.78
190,"Head Hunters",500.00,4.10,0.75
191,"Head Hunters",500.00,4.20,0.70
192,"Head Hunters",500.00,4.40,0.80
193,"Head Hunters",500.00,4.60,0.80
194,"Head Hunters",500.00,4.80,0.80
195,"Head Hunters",600.00,3.20,0.10
196,"Head Hunters",600.00,4.90,0.90
197,"Head Hunters",700.00,5.00,0.90
198,"Head Hunters",800.00,4.60,0.70
199,"Head Hunters",800.00,5.00,0.90
200,"Head Hunters",900.00,5.00,0.90
201,"Head Hunters",1000.00,3.10,0.20
202,"Head Hunters",1000.00,4.40,0.20
203,"Head Hunters",1000.00,4.70,0.80
204,"Head Hunters",1000.00,4.80,0.60
205,"Head Hunters",1800.00,4.50,0.90
206,"Head Hunters",1800.00,4.80,0.90
207,"Himalaya Liv.52",300.00,3.50,-0.40
208,"Himalaya Liv.52",600.00,4.20,0.90
209,"Himalaya Liv.52",1400.00,4.50,0.75
210,"Himalaya Liv.52",1900.00,4.90,0.85
211,"Himalaya Liv.52",8000.00,4.60,0.90
212,"Himalaya Liv.52",8000.00,4.70,0.90
213,"Himalaya Liv.52",8000.00,4.80,0.85
214,"Himalaya Liv.52",9000.00,4.70,0.80
215,"Himalaya Liv.52",9000.00,4.70,0.90
216,"Himalaya Liv.52",9000.00,4.80,0.90
217,"Himalaya Liv.52",10000.00,4.80,0.90
218,"Himalaya Liv.52",10000.00,4.90,0.95
219,HRX,400.00,4.60,0.50
220,HRX,700.00,4.10,0.40
221,HRX,800.00,3.90,0.50
222,HRX,900.00,4.00,0.50
223,HRX,900.00,4.20,0.50
224,HRX,1000.00,4.10,0.60
225,HRX,1200.00,4.20,0.60
226,HRX,1300.00,4.30,0.70
227,HRX,1400.00,4.40,0.70
228,"Johnson & Johnson",100.00,2.50,-0.70
229,"Johnson & Johnson",100.00,3.10,-0.30
230,"Johnson & Johnson",100.00,3.40,-0.60
231,"Johnson & Johnson",200.00,1.80,-0.90
232,"Johnson & Johnson",200.00,3.00,-0.40
233,"Johnson & Johnson",200.00,3.10,-0.40
234,"Johnson & Johnson",200.00,3.20,-0.10
235,"Johnson & Johnson",200.00,3.40,-0.20
236,"Johnson & Johnson",200.00,3.80,0.60
237,"Johnson & Johnson",200.00,4.00,0.70
238,"Johnson & Johnson",200.00,4.50,0.70
239,"Johnson & Johnson",200.00,4.70,0.90
240,"Johnson & Johnson",300.00,2.50,0.10
241,"Johnson & Johnson",300.00,3.60,0.30
242,"Johnson & Johnson",300.00,4.40,0.80
243,"Johnson & Johnson",400.00,2.00,-0.20
244,"Johnson & Johnson",400.00,3.00,0.10
245,"Johnson & Johnson",400.00,3.20,-0.80
246,"Johnson & Johnson",400.00,3.90,0.40
247,"Johnson & Johnson",400.00,4.00,0.40
248,"Johnson & Johnson",400.00,4.20,0.78
249,"Johnson & Johnson",400.00,4.40,0.80
250,"Johnson & Johnson",500.00,4.50,0.70
251,"Johnson & Johnson",500.00,4.70,0.80
252,"Johnson & Johnson",500.00,4.80,0.90
253,"Johnson & Johnson",600.00,4.60,0.75
254,"Johnson & Johnson",600.00,4.80,0.78
255,"Johnson & Johnson",700.00,4.50,0.70
256,"Johnson & Johnson",700.00,4.50,0.80
257,"Johnson & Johnson",800.00,4.60,0.70
258,"Johnson & Johnson",800.00,4.70,0.80
259,"Johnson & Johnson",800.00,4.90,0.90
260,"Johnson & Johnson",900.00,4.60,0.80
261,"Johnson & Johnson",1000.00,4.70,0.80
262,"Johnson & Johnson",1000.00,4.80,0.80
263,"Johnson & Johnson",1200.00,4.80,0.80
264,"Johnson & Johnson",1300.00,5.00,0.80
265,"Johnson & Johnson",3000.00,3.90,0.10
266,"Kama Ayurveda",100.00,2.30,-0.90
267,"Kama Ayurveda",100.00,3.20,0.10
268,"Kama Ayurveda",200.00,2.10,-0.80
269,"Kama Ayurveda",200.00,4.00,0.70
270,"Kama Ayurveda",200.00,4.10,0.80
271,"Kama Ayurveda",300.00,2.00,-0.90
272,"Kama Ayurveda",300.00,2.50,-0.80
273,"Kama Ayurveda",300.00,4.60,0.70
274,"Kama Ayurveda",400.00,2.30,-0.90
275,"Kama Ayurveda",400.00,2.60,-0.60
276,"Kama Ayurveda",500.00,2.10,-0.90
277,"Kama Ayurveda",500.00,2.70,-0.70
278,"Kama Ayurveda",500.00,4.40,0.75
279,"Kama Ayurveda",600.00,1.80,-1.00
280,"Kama Ayurveda",600.00,3.60,-0.10
281,"Kama Ayurveda",700.00,1.50,-1.00
282,"Kama Ayurveda",700.00,3.70,-0.10
283,"Kama Ayurveda",700.00,3.80,-0.10
284,"Kama Ayurveda",800.00,1.60,-1.00
285,"Kama Ayurveda",800.00,3.80,-0.10
286,"Kama Ayurveda",800.00,3.90,-0.10
287,"Kama Ayurveda",800.00,4.00,0.00
288,"Kama Ayurveda",800.00,4.50,0.70
289,"Kama Ayurveda",800.00,4.50,0.80
290,"Kama Ayurveda",800.00,4.60,0.70
291,"Kama Ayurveda",900.00,4.70,0.80
292,"Kama Ayurveda",1000.00,4.70,0.90
293,"Kama Ayurveda",1000.00,4.80,0.90
294,"Kama Ayurveda",1400.00,4.60,0.88
295,"Kama Ayurveda",1900.00,4.40,0.75
296,"Kama Ayurveda",3000.00,4.70,0.68
297,"Kama Ayurveda",5000.00,4.40,0.20
298,"Khadi Essentials",200.00,4.60,0.60
299,"Khadi Essentials",400.00,4.90,0.88
300,"Khadi Essentials",500.00,3.10,0.40
301,"Khadi Essentials",500.00,4.90,0.85
302,"Khadi Essentials",600.00,3.20,-0.10
303,"Khadi Essentials",600.00,4.70,0.90
304,"Khadi Essentials",700.00,3.50,-0.30
305,"Khadi Essentials",700.00,3.60,-0.30
306,"Khadi Essentials",700.00,4.40,0.70
307,"Khadi Essentials",700.00,4.80,0.80
308,"Khadi Essentials",800.00,3.50,-0.20
309,"Khadi Essentials",800.00,3.70,-0.20
310,"Khadi Essentials",800.00,3.70,-0.10
311,"Khadi Essentials",800.00,4.40,-0.20
312,"Khadi Essentials",800.00,4.50,0.70
313,"Khadi Essentials",800.00,4.50,0.80
314,"Khadi Essentials",800.00,4.60,0.80
315,"Khadi Essentials",800.00,4.70,0.80
316,"Khadi Essentials",800.00,4.90,0.90
317,"Khadi Essentials",900.00,4.50,0.80
318,"Khadi Essentials",1000.00,4.70,0.90
319,"Khadi Essentials",1100.00,4.50,0.90
320,"Khadi Essentials",1200.00,4.60,0.90
321,"Khadi Essentials",1300.00,4.70,0.90
322,"Lakme Ayurveda",100.00,3.30,-0.30
323,"Lakme Ayurveda",100.00,4.20,0.80
324,"Lakme Ayurveda",200.00,3.80,0.10
325,"Lakme Ayurveda",200.00,3.80,0.40
326,"Lakme Ayurveda",300.00,3.20,0.10
327,"Lakme Ayurveda",300.00,4.30,0.72
328,"Lakme Ayurveda",500.00,2.80,-0.20
329,"Lakme Ayurveda",500.00,3.90,0.30
330,"Lakme Ayurveda",500.00,4.00,0.20
331,"Lakme Ayurveda",500.00,4.00,0.30
332,"Lakme Ayurveda",500.00,4.10,0.40
333,"Lakme Ayurveda",600.00,3.20,0.00
334,"Lakme Ayurveda",600.00,3.60,-0.20
335,"Lakme Ayurveda",600.00,3.70,0.10
336,"Lakme Ayurveda",600.00,3.70,0.50
337,"Lakme Ayurveda",600.00,4.10,0.50
338,"Lakme Ayurveda",600.00,4.20,0.50
339,"Lakme Ayurveda",600.00,4.30,0.40
340,"Lakme Ayurveda",600.00,4.30,0.50
341,"Lakme Ayurveda",600.00,4.30,0.60
342,"Lakme Ayurveda",600.00,4.40,0.60
343,"Lakme Ayurveda",600.00,4.40,0.70
344,"Lakme Ayurveda",600.00,4.50,0.60
345,"Lakme Ayurveda",600.00,4.60,0.85
346,"Lakme Ayurveda",700.00,3.10,-0.40
347,"Lakme Ayurveda",700.00,4.50,0.75
348,"Lakme Ayurveda",700.00,4.60,0.80
349,"Lakme Ayurveda",700.00,4.90,0.90
350,"Lakme Ayurveda",800.00,2.90,-0.50
351,"Lakme Ayurveda",800.00,3.70,0.50
352,"Lakme Ayurveda",800.00,4.40,0.80
353,"Lakme Ayurveda",800.00,4.50,0.80
354,"Lakme Ayurveda",800.00,5.00,0.90
355,"Lakme Ayurveda",900.00,2.80,-0.60
356,"Lakme Ayurveda",900.00,4.90,0.80
357,"Lakme Ayurveda",1000.00,2.50,-0.70
358,"Lakme Ayurveda",1000.00,3.30,-0.20
359,"Lakme Ayurveda",1200.00,2.40,-0.80
360,"Lakme Ayurveda",1300.00,2.00,-0.90
361,"Lakme Ayurveda",1400.00,2.00,-0.90
362,Lee,100.00,2.90,0.10
363,Lee,100.00,3.10,-0.10
364,Lee,200.00,3.20,0.00
365,Lee,200.00,3.50,0.10
366,Lee,200.00,4.00,0.70
367,Lee,300.00,3.20,-0.40
368,Lee,300.00,3.80,0.10
369,Lee,300.00,4.30,0.80
370,Lee,300.00,4.40,0.80
371,Lee,300.00,4.70,0.80
372,Lee,300.00,5.00,0.80
373,Lee,300.00,5.00,0.90
374,Lee,400.00,2.30,-0.50
375,Lee,400.00,3.60,0.50
376,Lee,400.00,4.40,0.90
377,Lee,500.00,3.80,-0.30
378,Lee,500.00,4.20,0.90
379,Lee,500.00,4.70,0.85
380,Lee,500.00,4.80,0.80
381,Lee,500.00,4.90,0.80
382,Lee,500.00,5.00,0.80
383,Lee,600.00,3.90,0.70
384,Lee,600.00,4.40,0.90
385,Lee,600.00,4.50,0.50
386,Lee,600.00,4.50,0.90
387,Lee,700.00,4.50,0.90
388,Lee,700.00,4.80,0.90
389,Lee,700.00,4.90,0.90
390,Lee,800.00,4.60,0.90
391,Lee,800.00,4.80,0.90
392,Lee,800.00,4.90,0.90
393,Lee,900.00,3.90,0.90
394,Lee,900.00,4.40,0.80
395,Lee,900.00,4.90,0.90
396,Lee,1800.00,4.70,0.80
397,Lee,2000.00,3.50,-0.10
398,"Lee Cooper",190.00,4.40,0.68
399,"Lee Cooper",200.00,3.90,0.70
400,"Lee Cooper",300.00,3.00,0.10
401,"Lee Cooper",300.00,4.50,0.80
402,"Lee Cooper",400.00,1.80,-0.30
403,"Lee Cooper",600.00,3.60,-0.40
404,"Lee Cooper",700.00,4.00,0.50
405,"Lee Cooper",700.00,4.90,0.88
406,"Lee Cooper",700.00,4.90,0.90
407,"Lee Cooper",700.00,5.00,0.90
408,"Lee Cooper",10000.00,3.70,0.35
409,"Levis Strauss & Co.",800.00,4.40,0.70
410,"Levis Strauss & Co.",800.00,4.70,0.40
411,"Levis Strauss & Co.",800.00,4.70,0.80
412,"Levis Strauss & Co.",900.00,4.60,0.80
413,"Levis Strauss & Co.",900.00,4.70,0.80
414,"Levis Strauss & Co.",900.00,4.80,0.80
415,"Levis Strauss & Co.",1300.00,4.80,0.90
416,Libram,100.00,1.10,-0.90
417,Libram,100.00,1.20,-0.95
418,Libram,200.00,4.10,0.70
419,Libram,300.00,1.90,-0.70
420,Libram,300.00,2.30,-0.80
421,Libram,300.00,3.10,-0.10
422,Libram,300.00,3.60,0.55
423,Libram,300.00,4.40,0.80
424,Libram,400.00,3.70,0.62
425,Libram,800.00,4.00,-0.05
426,Libram,800.00,4.60,0.75
427,Libram,2000.00,4.50,0.58
428,Lijoba,100.00,2.00,-0.90
429,Lijoba,100.00,3.00,-0.50
430,Lijoba,100.00,3.20,0.10
431,Lijoba,100.00,3.50,-0.40
432,Lijoba,100.00,3.50,0.15
433,Lijoba,200.00,4.30,0.85
434,Lijoba,600.00,4.00,0.62
435,Lijoba,3000.00,4.10,0.30
436,Lijoba,3000.00,4.10,0.40
437,Lijoba,3000.00,4.20,0.40
438,Lijoba,3000.00,4.30,0.40
439,"Manyavar Mohey",100.00,1.20,-0.90
440,"Manyavar Mohey",100.00,1.30,-0.80
441,"Manyavar Mohey",100.00,3.40,0.20
442,"Manyavar Mohey",170.00,3.40,-0.10
443,"Manyavar Mohey",180.00,4.50,0.92
444,"Manyavar Mohey",200.00,1.50,-0.85
445,"Manyavar Mohey",200.00,1.80,-0.85
446,"Manyavar Mohey",200.00,1.90,-0.80
447,"Manyavar Mohey",200.00,4.10,0.70
448,"Manyavar Mohey",300.00,2.00,-0.80
449,"Manyavar Mohey",300.00,4.80,0.90
450,"Manyavar Mohey",400.00,2.30,-0.60
451,"Manyavar Mohey",400.00,3.00,-0.20
452,"Manyavar Mohey",400.00,3.40,0.10
453,"Manyavar Mohey",400.00,3.50,0.20
454,"Manyavar Mohey",400.00,4.50,0.70
455,"Manyavar Mohey",400.00,4.60,0.70
456,"Manyavar Mohey",400.00,4.60,0.80
457,"Manyavar Mohey",400.00,4.70,0.80
458,"Manyavar Mohey",400.00,5.00,0.90
459,"Manyavar Mohey",500.00,3.00,0.00
460,"Manyavar Mohey",500.00,3.20,-0.20
461,"Manyavar Mohey",500.00,3.50,0.20
462,"Manyavar Mohey",500.00,4.30,0.72
463,"Manyavar Mohey",500.00,4.50,0.80
464,"Manyavar Mohey",600.00,3.00,-0.30
465,"Manyavar Mohey",600.00,3.90,0.32
466,"Manyavar Mohey",600.00,4.10,0.20
467,"Manyavar Mohey",600.00,4.30,0.78
468,"Manyavar Mohey",600.00,4.50,0.80
469,"Manyavar Mohey",700.00,4.80,0.90
470,"Manyavar Mohey",700.00,4.90,0.95
471,"Manyavar Mohey",700.00,5.00,0.90
472,"Manyavar Mohey",800.00,2.50,-0.80
473,"Manyavar Mohey",800.00,4.70,0.90
474,"Manyavar Mohey",800.00,4.80,0.90
475,"Manyavar Mohey",800.00,4.90,0.90
476,"Manyavar Mohey",900.00,4.60,0.72
477,"Manyavar Mohey",900.00,4.80,0.90
478,"Manyavar Mohey",900.00,4.90,0.90
479,"Manyavar Mohey",900.00,5.00,0.90
480,"Manyavar Mohey",950.00,4.70,0.88
481,"Manyavar Mohey",1000.00,3.80,0.30
482,"Manyavar Mohey",1000.00,4.30,0.80
483,"Manyavar Mohey",1000.00,5.00,0.90
484,"Manyavar Mohey",1400.00,4.50,0.72
485,"Manyavar Mohey",10000.00,4.50,0.90
486,Max,200.00,3.40,0.30
487,Max,200.00,4.00,0.60
488,Max,300.00,3.80,0.30
489,Max,300.00,3.80,0.50
490,Max,300.00,3.90,0.62
491,Max,300.00,4.50,0.80
492,Max,500.00,4.20,0.60
493,Max,500.00,4.90,0.80
494,Max,600.00,3.70,0.30
495,Max,600.00,4.00,0.70
496,Max,600.00,4.50,0.60
497,Max,700.00,3.60,0.40
498,Max,700.00,4.40,0.60
499,Max,700.00,4.60,0.70
500,Max,800.00,3.00,-0.40
501,Max,800.00,3.50,0.40
502,Max,800.00,3.80,0.20
503,Max,900.00,3.60,0.50
504,Max,1000.00,3.10,-0.50
505,Max,1000.00,3.80,0.50
506,Max,1100.00,3.50,0.50
507,Max,1200.00,3.40,-0.20
508,Max,1300.00,3.50,-0.20
509,Max,1300.00,3.60,-0.20
510,Max,1300.00,3.80,-0.20
511,Max,1300.00,3.90,-0.10
512,Max,1800.00,4.50,0.80
513,Moov,90.00,4.60,0.85
514,Moov,500.00,2.70,-0.30
515,Moov,500.00,3.90,0.30
516,Moov,700.00,3.70,-0.15
517,Moov,700.00,4.30,0.40
518,Moov,700.00,4.80,0.90
519,Moov,800.00,4.50,0.85
520,Moov,800.00,4.70,0.90
521,Moov,800.00,4.80,0.90
522,Moov,900.00,4.60,0.70
523,Moov,4500.00,4.00,0.45
524,Mothercare,300.00,3.30,0.10
525,Mothercare,400.00,3.20,0.20
526,Mothercare,500.00,3.10,0.20
527,Mothercare,500.00,3.50,0.10
528,Mothercare,600.00,2.90,0.20
529,Mothercare,700.00,2.90,0.20
530,Mothercare,800.00,3.00,0.20
531,Mothercare,900.00,2.50,0.20
532,Mothercare,900.00,3.40,-0.10
533,Parachute,700.00,4.70,0.90
534,"Patanjali Ayurved (Health Care)",200.00,2.90,-0.70
535,"Patanjali Ayurved (Health Care)",300.00,2.60,-0.90
536,"Patanjali Ayurved (Health Care)",300.00,2.80,-0.80
537,"Patanjali Ayurved (Health Care)",300.00,3.00,-0.60
538,"Patanjali Ayurved (Health Care)",300.00,3.10,0.10
539,"Patanjali Ayurved (Health Care)",300.00,3.80,0.60
540,"Patanjali Ayurved (Health Care)",400.00,2.30,-0.90
541,"Patanjali Ayurved (Health Care)",400.00,3.30,-0.40
542,"Patanjali Ayurved (Health Care)",400.00,4.40,0.72
543,"Patanjali Ayurved (Health Care)",500.00,2.10,-0.90
544,"Patanjali Ayurved (Health Care)",500.00,3.40,0.10
545,"Patanjali Ayurved (Health Care)",500.00,4.70,0.90
546,"Patanjali Ayurved (Health Care)",600.00,2.00,-0.90
547,"Patanjali Ayurved (Health Care)",600.00,3.00,-0.40
548,"Patanjali Ayurved (Health Care)",700.00,2.00,-0.90
549,"Patanjali Ayurved (Health Care)",700.00,4.40,0.70
550,"Patanjali Ayurved (Health Care)",700.00,4.60,0.60
551,"Patanjali Ayurved (Health Care)",700.00,4.80,0.90
552,"Patanjali Ayurved (Health Care)",800.00,3.90,0.55
553,"Patanjali Ayurved (Health Care)",1000.00,3.60,0.20
554,"Patanjali Ayurved (Health Care)",1000.00,4.30,0.45
555,"Patanjali Ayurved (Health Care)",1000.00,4.80,0.82
556,"Patanjali Ayurved (Health Care)",1900.00,3.80,0.58
557,"Patanjali Ayurved (Health Care)",2500.00,4.70,0.82
558,"Patanjali Ayurved (Health Care)",4000.00,4.70,0.70
559,"Patanjali Ayurved (Health Care)",5000.00,4.70,0.70
560,"Patanjali Ayurved (Health Care)",5000.00,4.70,0.75
561,"Patanjali Ayurved (Health Care)",5000.00,4.70,0.80
562,"Patanjali Ayurved (Health Care)",5000.00,4.80,0.80
563,"Patanjali Ayurved (Health Care)",6000.00,4.70,0.75
564,"Patanjali Ayurved (Health Care)",6000.00,4.70,0.80
565,"Patanjali Ayurved (Health Care)",6000.00,4.80,0.80
566,"Patanjali Ayurved (Health Care)",6000.00,4.80,0.85
567,"Patanjali Ayurved (Health Care)",7000.00,4.80,0.90
568,"Pepe Jeans London",200.00,3.90,0.50
569,"Pepe Jeans London",200.00,4.00,0.70
570,"Pepe Jeans London",300.00,4.30,0.80
571,"Pepe Jeans London",400.00,2.80,-0.50
572,"Pepe Jeans London",400.00,3.60,0.20
573,"Pepe Jeans London",400.00,4.70,0.80
574,"Pepe Jeans London",500.00,3.70,0.40
575,"Pepe Jeans London",600.00,3.40,0.45
576,"Pepe Jeans London",600.00,3.50,0.40
577,"Pepe Jeans London",700.00,3.60,-0.10
578,"Pepe Jeans London",700.00,3.70,0.20
579,"Pepe Jeans London",700.00,4.50,0.62
580,"Pepe Jeans London",700.00,4.80,0.70
581,"Pepe Jeans London",700.00,4.80,0.90
582,"Pepe Jeans London",700.00,4.90,0.90
583,"Pepe Jeans London",800.00,4.60,0.70
584,"Pepe Jeans London",800.00,4.70,0.68
585,"Pepe Jeans London",800.00,4.80,0.90
586,"Pepe Jeans London",800.00,4.90,0.90
587,"Pepe Jeans London",800.00,5.00,0.90
588,"Pepe Jeans London",900.00,3.40,0.30
589,"Pepe Jeans London",900.00,4.50,0.80
590,"Pepe Jeans London",900.00,4.80,0.82
591,"Pepe Jeans London",1000.00,3.30,-0.20
592,"Pepe Jeans London",1000.00,3.60,-0.20
593,"Pepe Jeans London",10000.00,4.40,0.55
594,Pepperfry,200.00,4.00,0.60
