recommendation_id,product_id,customer_profile_id,context_id,clicks_on_similar_products,similar_products_purchased,avg_rating_given_to_similar_products,recommendation_probability
227,591,10,19,16,7,3.80,0.5500
228,591,10,19,16,7,3.70,0.5500
229,273,10,15,30,11,4.50,0.7400
230,238,10,23,20,9,4.30,0.8000
231,204,10,19,25,10,4.50,0.7000
232,190,10,21,10,3,4.00,0.7200
233,167,10,14,9,1,2.40,0.6000
234,83,10,21,8,1,2.40,0.1000
235,78,10,14,13,3,2.30,0.3000
236,56,10,9,11,1,4.00,0.5500
237,10,10,24,23,7,4.70,0.8000
238,802,11,13,20,4,4.00,0.5000
239,870,12,23,30,18,4.90,1.0000
240,868,12,23,32,17,4.90,1.0000
241,845,12,9,12,6,4.00,0.7000
242,814,12,16,11,4,3.80,0.5500
243,807,12,21,28,17,4.90,1.0000
244,714,12,18,11,7,3.70,0.7000
245,630,12,19,14,7,3.80,0.6000
246,628,12,19,11,6,3.40,0.5500
247,627,12,19,11,7,3.30,0.5500
248,614,12,19,13,5,3.50,0.5000
249,613,12,19,14,6,3.50,0.5000
250,507,12,19,17,8,3.80,0.6000
251,483,12,21,29,19,4.90,1.0000
252,483,12,21,29,20,4.90,1.0000
253,470,12,21,38,15,4.90,1.0000
254,467,12,21,21,8,4.20,0.7200
255,466,12,17,14,4,4.00,0.5000
256,452,12,21,12,5,3.20,0.1000
257,434,12,21,16,6,3.80,0.6000
258,311,12,21,18,7,4.10,0.6000
259,304,12,19,19,7,3.80,0.5500
260,299,12,23,46,18,4.70,0.7900
261,258,12,22,20,6,4.30,0.9000
262,168,12,14,8,2,2.30,0.6000
263,123,12,13,40,15,4.80,0.8200
264,80,12,14,15,4,1.80,0.3000
265,77,12,14,12,2,2.50,0.3000
266,17,12,24,25,8,4.80,0.9000
267,6,12,21,21,8,3.90,0.6200
268,867,13,23,26,14,4.70,1.0000
269,753,13,21,8,3,4.60,0.8200
270,629,13,19,12,8,3.60,0.6000
271,625,13,19,14,7,3.90,0.6000
272,624,13,19,13,6,3.60,0.5500
273,623,13,19,12,6,3.50,0.5500
274,623,13,19,12,7,3.50,0.5500
275,623,13,19,12,7,3.50,0.5500
276,605,13,23,31,16,4.80,1.0000
277,605,13,23,31,16,4.80,1.0000
278,604,13,23,30,15,4.70,1.0000
279,554,13,14,21,9,4.10,0.7200
280,481,13,24,18,7,3.60,0.5600
281,479,13,24,18,14,4.80,1.0000
282,479,13,24,18,15,4.90,1.0000
283,478,13,24,18,13,4.70,1.0000
284,458,13,21,25,15,4.90,1.0000
285,407,13,15,35,16,4.90,1.0000
286,366,13,23,16,7,3.80,0.8000
287,347,13,21,25,8,4.40,0.6800
288,335,13,19,12,3,3.90,0.4000
289,308,13,19,20,8,3.80,0.6000
290,305,13,19,19,8,3.80,0.5500
291,282,13,19,22,10,4.00,0.6000
292,280,13,19,21,9,3.90,0.5500
293,255,13,22,19,7,4.10,0.9000
294,170,13,14,10,1,1.90,0.6000
295,154,13,15,32,15,4.80,1.0000
296,87,13,21,9,1,2.20,0.1000
297,20,13,24,24,9,4.90,0.9000
298,850,14,21,18,7,4.30,0.7500
299,797,14,23,32,18,5.00,1.0000
300,718,14,24,13,9,4.00,0.8000
301,630,14,19,13,7,3.70,0.6000
302,630,14,19,13,9,3.70,0.6000
303,629,14,19,13,8,3.60,0.6000
304,605,14,23,30,16,4.80,1.0000
305,592,14,19,16,8,3.90,0.6000
306,579,14,24,29,9,4.70,0.7500
307,509,14,19,15,8,3.90,0.6500
308,508,14,19,17,8,3.80,0.6000
309,508,14,19,15,8,3.90,0.6500
310,507,14,19,17,8,3.70,0.6000
311,476,14,15,27,8,4.70,0.8800
312,257,14,22,20,8,4.20,0.9000
313,253,14,21,37,13,4.70,0.7700
314,244,14,21,10,3,2.80,0.1000
315,243,14,1,4,1,1.80,0.0500
316,237,14,21,16,8,3.80,0.8000
317,237,14,21,16,8,3.80,0.8000
318,237,14,21,16,8,3.80,0.8000
319,237,14,21,16,8,3.80,0.8000
320,237,14,21,16,8,3.80,0.8000
321,237,14,21,16,8,3.80,0.8000
322,237,14,21,16,8,3.80,0.8000
323,237,14,21,16,8,3.80,0.8000
324,237,14,21,16,8,3.80,0.8000
325,237,14,21,16,8,3.80,0.8000
326,237,14,21,16,8,3.80,0.8000
327,237,14,21,16,8,3.80,0.8000
328,237,14,21,16,8,3.80,0.8000
329,237,14,21,16,8,3.80,0.8000
330,237,14,21,16,8,3.80,0.8000
331,237,14,21,16,8,3.80,0.8000
332,237,14,21,16,8,3.80,0.8000
333,237,14,21,16,8,3.80,0.8000
334,237,14,21,16,8,3.80,0.8000
335,202,14,15,3,0,4.30,0.5000
336,172,14,14,12,2,1.70,0.6000
337,105,14,23,24,12,4.50,0.9000
338,105,14,23,24,12,4.50,0.9000
339,105,14,23,24,12,4.50,0.9000
340,105,14,23,24,12,4.50,0.9000
341,105,14,23,24,12,4.50,0.9000
342,105,14,23,24,12,4.50,0.9000
343,105,14,23,24,12,4.50,0.9000
344,105,14,23,24,12,4.50,0.9000
345,105,14,23,24,12,4.50,0.9000
346,105,14,23,24,12,4.50,0.9000
347,105,14,23,24,12,4.50,0.9000
348,105,14,23,24,12,4.50,0.9000
349,105,14,23,24,12,4.50,0.9000
350,105,14,23,24,12,4.50,0.9000
351,105,14,23,24,12,4.50,0.9000
352,105,14,23,24,12,4.50,0.9000
353,105,14,23,24,12,4.50,0.9000
354,105,14,23,24,12,4.50,0.9000
355,69,14,24,17,7,4.10,0.7000
356,22,14,24,26,10,4.90,0.9000
357,173,15,14,14,3,1.50,0.6000
358,866,16,14,38,15,4.90,0.8800
359,859,16,21,28,9,4.00,0.7800
360,857,16,16,21,12,4.80,1.0000
361,857,16,22,22,14,4.80,1.0000
362,856,16,23,23,14,4.70,1.0000
363,856,16,23,23,14,4.70,1.0000
364,751,16,2,12,4,2.80,0.0900
365,734,16,6,7,2,2.50,0.1000
366,700,16,16,4,1,2.00,0.0200
367,668,16,6,20,8,4.30,0.8500
368,655,16,15,30,11,4.50,0.7800
369,641,16,1,4,0,2.00,0.1000
370,632,16,19,14,10,4.00,0.6000
371,631,16,19,14,8,4.00,0.6000
372,631,16,19,14,9,4.00,0.6000
373,587,16,15,22,16,5.00,1.0000
374,587,16,15,22,17,5.00,1.0000
375,577,16,21,17,4,3.80,0.4000
376,574,16,24,13,6,3.50,0.5000
377,511,16,19,15,10,4.10,0.6500
378,510,16,19,15,9,4.10,0.6500
379,480,16,15,35,14,4.60,0.8500
380,450,16,5,8,2,2.20,0.1400
381,393,16,1,5,1,4.50,0.8000
382,325,16,6,12,7,3.60,0.6000
383,310,16,19,18,9,4.00,0.6000
384,309,16,19,20,9,4.00,0.6000
385,309,16,19,20,10,4.00,0.6000
386,287,16,19,23,13,4.30,0.6000
387,286,16,19,22,12,4.20,0.6000
388,285,16,19,21,11,4.10,0.6000
389,283,16,19,21,10,4.10,0.6000
390,260,16,22,21,9,4.10,0.9000
391,245,16,19,12,4,3.50,0.1500
392,219,16,24,30,10,4.70,0.8000
393,157,16,15,27,10,4.10,0.6200
394,145,16,19,26,12,4.20,0.6000
395,144,16,19,25,11,4.20,0.6000
396,88,16,21,10,0,2.00,0.0000
397,27,16,20,9,2,3.00,0.2500
398,23,16,24,27,11,4.90,0.9000
399,24,17,24,28,12,4.90,0.9000
400,262,18,22,22,10,4.30,0.9000
401,90,18,21,11,0,1.80,0.0000
402,25,18,24,30,14,4.90,0.9000
403,263,19,22,23,11,4.40,0.9000
404,264,20,22,25,12,4.50,0.9000
405,91,20,21,12,1,1.50,0.0000
406,819,21,7,24,8,3.90,0.5200
407,726,21,15,36,12,4.60,0.7900
408,662,21,8,40,13,4.80,0.7400
409,639,21,5,5,0,1.80,0.0000
410,484,21,16,27,10,4.30,0.6800
411,420,21,19,9,2,2.50,0.0500
412,415,21,14,9,3,4.70,0.8500
413,298,21,21,28,12,4.50,0.8000
414,209,21,1,33,13,4.60,0.7800
415,868,22,23,26,15,4.80,1.0000
416,854,22,21,39,16,4.80,0.9500
417,841,22,23,20,11,4.40,0.9000
418,832,22,16,12,6,3.30,0.6000
419,832,22,16,12,6,3.30,0.6000
420,832,22,16,12,6,3.30,0.6000
421,832,22,16,12,6,3.30,0.6000
422,832,22,16,12,6,3.30,0.6000
423,832,22,16,12,6,3.30,0.6000
424,832,22,16,12,6,3.30,0.6000
425,832,22,16,12,6,3.30,0.6000
426,832,22,16,12,6,3.30,0.6000
427,832,22,16,12,6,3.30,0.6000
428,832,22,16,12,6,3.30,0.6000
429,832,22,16,12,6,3.30,0.6000
430,832,22,16,12,6,3.30,0.6000
431,832,22,16,12,6,3.30,0.6000
432,832,22,16,12,6,3.30,0.6000
433,832,22,16,12,6,3.30,0.6000
434,832,22,16,12,6,3.30,0.6000
435,832,22,16,12,6,3.30,0.6000
436,832,22,16,12,6,3.30,0.6000
437,807,22,15,42,21,4.90,1.0000
438,742,22,23,9,3,3.30,0.5000
439,663,22,21,24,11,4.60,1.0000
440,659,22,24,14,7,3.80,0.7000
441,640,22,5,4,0,1.60,0.0000
442,600,22,19,10,3,3.50,0.5000
443,556,22,23,19,7,3.70,0.5500
444,532,22,5,12,4,3.50,0.4000
445,465,22,16,17,5,3.80,0.4500
446,464,22,19,13,4,2.70,0.2300
447,375,22,22,12,6,3.40,0.6000
448,349,22,23,32,16,4.80,1.0000
449,349,22,23,32,16,4.80,1.0000
450,349,22,23,32,16,4.80,1.0000
451,349,22,23,32,16,4.80,1.0000
452,349,22,23,32,16,4.80,1.0000
453,349,22,23,32,16,4.80,1.0000
454,349,22,23,32,16,4.80,1.0000
455,349,22,23,32,16,4.80,1.0000
456,349,22,23,32,16,4.80,1.0000
457,349,22,23,32,16,4.80,1.0000
458,349,22,23,32,16,4.80,1.0000
459,349,22,23,32,16,4.80,1.0000
460,349,22,23,32,16,4.80,1.0000
461,349,22,23,32,16,4.80,1.0000
462,349,22,23,32,16,4.80,1.0000
463,349,22,23,32,16,4.80,1.0000
464,349,22,23,32,16,4.80,1.0000
465,349,22,23,32,16,4.80,1.0000
466,312,22,6,24,8,4.30,0.9000
467,252,22,8,19,13,4.60,1.0000
468,247,22,6,9,9,3.80,0.7000
469,246,22,6,9,8,3.70,0.7000
470,241,22,5,8,6,3.40,0.6000
471,236,22,21,14,7,3.70,0.7000
472,235,22,19,6,1,3.50,0.2000
473,206,22,24,45,18,4.70,0.8800
474,205,22,24,24,9,4.40,0.8800
475,203,22,16,47,15,4.80,0.8100
476,177,22,24,5,2,2.50,0.0500
477,171,22,23,28,13,4.50,0.9000
478,163,22,21,16,6,4.20,0.7500
479,93,22,12,15,3,4.20,0.7000
480,89,22,24,12,5,3.20,0.5000
481,71,22,19,12,5,4.50,0.6500
482,19,22,22,21,7,4.60,0.8000
483,317,23,6,28,9,4.30,0.9000
484,645,24,5,5,0,1.40,0.0000
485,318,24,6,30,10,4.20,0.9000
486,306,24,6,22,7,4.20,0.9000
487,296,24,22,33,10,4.50,0.8300
488,92,24,15,28,9,4.10,0.6000
489,319,25,6,32,11,4.00,0.9000
490,313,25,6,25,8,4.40,0.9000
491,808,26,16,41,16,4.30,0.7500
492,804,26,22,21,12,4.60,1.0000
493,789,26,24,18,6,4.10,0.7000
494,761,26,23,22,9,4.60,0.9000
495,752,26,14,23,6,4.10,0.5500
496,647,26,5,6,0,1.20,0.0000
497,646,26,14,45,12,4.70,0.9000
498,557,26,24,42,17,4.90,0.8000
499,517,26,15,5,1,4.20,0.6000
500,495,26,22,17,7,3.90,0.8000
501,478,26,24,24,14,4.70,1.0000
502,408,26,11,17,6,3.80,0.4700
503,367,26,10,8,2,3.80,0.2000
504,858,27,24,8,3,3.20,0.5000
505,848,27,6,14,9,4.00,0.9000
506,829,27,13,7,2,2.40,0.0500
507,699,27,6,23,10,4.50,1.0000
508,649,27,5,7,1,1.00,0.0000
509,603,27,16,15,8,3.90,0.8000
510,603,27,16,15,8,3.90,0.8000
511,544,27,24,11,5,3.20,0.2000
512,544,27,24,11,5,3.20,0.2000
513,544,27,24,11,5,3.20,0.2000
514,544,27,24,11,5,3.20,0.2000
515,544,27,24,11,5,3.20,0.2000
516,544,27,24,11,5,3.20,0.2000
517,544,27,24,11,5,3.20,0.2000
518,544,27,24,11,5,3.20,0.2000
519,544,27,24,11,5,3.20,0.2000
520,544,27,24,11,5,3.20,0.2000
521,544,27,24,11,5,3.20,0.2000
522,544,27,24,11,5,3.20,0.2000
523,544,27,24,11,5,3.20,0.2000
524,544,27,24,11,5,3.20,0.2000
525,544,27,24,11,5,3.20,0.2000
526,544,27,24,11,5,3.20,0.2000
527,544,27,24,11,5,3.20,0.2000
528,544,27,24,11,5,3.20,0.2000
529,544,27,24,11,5,3.20,0.2000
530,527,27,14,6,2,3.20,0.3000
531,461,27,16,15,5,3.60,0.3000
532,459,27,22,6,2,2.80,0.1000
533,426,27,6,31,13,4.50,0.7800
534,289,27,5,19,8,4.40,0.9000
535,251,27,8,18,11,4.50,1.0000
536,149,27,24,7,3,2.90,0.1000
537,149,27,24,7,3,2.90,0.1000
538,149,27,24,7,3,2.90,0.1000
539,149,27,24,7,3,2.90,0.1000
540,149,27,24,7,3,2.90,0.1000
541,149,27,24,7,3,2.90,0.1000
542,149,27,24,7,3,2.90,0.1000
543,149,27,24,7,3,2.90,0.1000
544,149,27,24,7,3,2.90,0.1000
545,149,27,24,7,3,2.90,0.1000
546,149,27,24,7,3,2.90,0.1000
547,149,27,24,7,3,2.90,0.1000
548,149,27,24,7,3,2.90,0.1000
549,149,27,24,7,3,2.90,0.1000
550,149,27,24,7,3,2.90,0.1000
551,149,27,24,7,3,2.90,0.1000
552,149,27,24,7,3,2.90,0.1000
553,149,27,24,7,3,2.90,0.1000
554,53,27,24,9,4,2.90,0.0500
555,41,27,21,14,4,4.40,0.7000
556,39,27,14,20,6,4.10,0.7000
557,651,28,5,8,2,1.80,0.0000
558,515,28,15,16,6,3.80,0.7000
559,330,28,23,16,6,3.90,0.7000
560,54,28,11,17,4,4.20,0.7000
561,40,28,6,19,5,4.00,0.7000
562,844,29,23,31,18,4.90,1.0000
563,790,29,22,17,10,4.40,0.9000
564,776,29,22,13,3,3.80,0.5000
565,774,29,10,12,3,3.80,0.7000
566,652,29,5,10,3,1.50,0.0000
567,638,29,16,13,5,3.70,0.6500
568,597,29,22,11,13,4.30,0.9000
569,596,29,22,11,11,4.10,0.9000
570,595,29,22,11,9,3.90,0.9000
571,524,29,8,7,2,3.10,0.4000
572,523,29,5,15,6,3.80,0.4000
573,389,29,21,41,17,4.80,0.9500
574,339,29,17,21,7,4.20,0.6000
575,333,29,6,10,5,3.10,0.1000
576,332,29,23,17,7,4.00,0.7000
577,331,29,23,18,7,3.90,0.7000
578,329,29,23,15,5,3.80,0.7000
579,259,29,24,35,16,4.80,1.0000
580,124,29,17,20,6,4.00,0.7000
581,119,29,22,7,2,2.70,0.0500
582,59,29,6,7,2,3.50,0.4500
583,42,29,6,18,6,4.00,0.7000
584,766,30,15,22,7,4.50,0.7500
585,654,30,22,44,20,5.00,0.9500
586,654,30,22,40,19,5.00,0.9500
587,654,30,22,42,21,5.00,0.9500
588,654,30,22,44,23,5.00,0.9500
589,653,30,22,42,18,4.90,0.9500
590,653,30,22,41,17,4.90,0.9500
591,526,30,8,6,3,2.80,0.4000
592,499,30,21,40,18,4.70,0.8500
593,344,30,17,22,9,4.40,0.8000
594,343,30,17,21,8,4.30,0.8000
595,342,30,17,20,9,4.30,0.8000
596,341,30,17,20,8,4.20,0.8000
597,340,30,17,19,8,4.20,0.7000
598,338,30,17,19,7,4.10,0.6000
599,337,30,17,18,6,4.00,0.7000
600,873,31,16,8,3,3.30,0.3000
601,855,31,6,16,15,4.70,0.9000
602,853,31,6,16,14,4.60,0.9000
603,852,31,6,16,13,4.50,0.9000
604,849,31,6,16,10,4.10,0.9000
605,831,31,24,6,3,2.90,0.1000
606,831,31,24,6,3,2.90,0.1000
607,831,31,24,6,3,2.90,0.1000
608,831,31,24,6,3,2.90,0.1000
609,831,31,24,6,3,2.90,0.1000
610,831,31,24,6,3,2.90,0.1000
611,831,31,24,6,3,2.90,0.1000
612,831,31,24,6,3,2.90,0.1000
613,831,31,24,6,3,2.90,0.1000
614,831,31,24,6,3,2.90,0.1000
615,831,31,24,6,3,2.90,0.1000
616,831,31,24,6,3,2.90,0.1000
617,831,31,24,6,3,2.90,0.1000
618,831,31,24,6,3,2.90,0.1000
619,831,31,24,6,3,2.90,0.1000
620,831,31,24,6,3,2.90,0.1000
621,831,31,24,6,3,2.90,0.1000
622,831,31,24,6,3,2.90,0.1000
623,779,31,22,15,5,3.70,0.6000
624,775,31,22,14,4,3.90,0.5000
625,615,31,8,9,4,3.10,0.4000
626,612,31,7,43,14,4.80,0.8500
627,590,31,6,35,12,4.60,0.8600
628,575,31,16,5,1,3.20,0.5500
629,525,31,8,8,2,3.00,0.4000
630,392,31,22,43,19,5.00,0.9500
631,392,31,22,45,21,5.00,0.9500
632,392,31,22,41,20,5.00,0.9500
633,392,31,22,43,22,5.00,0.9500
634,354,31,24,29,15,4.80,1.0000
635,351,31,24,14,6,3.50,0.6000
636,344,31,17,24,10,4.40,0.8000
637,343,31,17,22,8,4.30,0.8000
638,300,31,16,6,2,3.00,0.4500
639,261,31,24,19,5,4.20,0.9000
640,201,31,24,9,4,3.00,0.2000
641,159,31,15,32,15,4.80,1.0000
642,129,31,17,19,5,4.10,0.6000
643,52,31,22,4,1,1.70,0.0500
644,44,31,6,21,6,3.90,0.8000
645,528,32,8,7,4,2.60,0.4000
646,45,32,6,23,6,3.80,0.8000
647,865,33,6,15,15,4.60,0.9000
648,864,33,6,15,14,4.50,0.9000
649,863,33,6,15,13,4.40,0.9000
650,860,33,16,23,10,4.30,0.9000
651,807,33,16,34,17,4.90,1.0000
652,807,33,16,34,17,4.90,1.0000
653,807,33,16,34,17,4.90,1.0000
654,807,33,16,34,17,4.90,1.0000
655,807,33,16,34,17,4.90,1.0000
656,807,33,16,34,17,4.90,1.0000
657,807,33,16,34,17,4.90,1.0000
658,807,33,16,34,17,4.90,1.0000
659,807,33,16,34,17,4.90,1.0000
660,807,33,16,34,17,4.90,1.0000
